pl_name,hostname,tic_id,st_mass,st_masserr1,st_masserr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2
K2-291 b,K2-291,TIC 27039476,0.934,0.038,-0.038,10.014,0.005,-0.005,8.353,0.02,-0.02,0.03261,0.00044,-0.00044,0.0,,
ZTF J1828+2308 b,ZTF J1828+2308,TIC 1685332572,0.61,0.004,-0.004,18.0447,0.0459,-0.0459,,,,,,,,,
GJ 887 c,GJ 887,TIC 155315739,0.489,0.05,-0.05,7.56,0.2,-0.2,3.465,0.2,-0.2,0.12,0.004,-0.004,,,
CoRoT-17 b,CoRoT-17,TIC 218299312,1.04,0.1,-0.1,16.29,0.32,-0.32,12.472,0.054,-0.054,0.0461,0.0008,-0.0008,0.0,,
HD 132563 b,HD 132563,TIC 284680749,1.231,0.21701,-0.152453,8.928001,0.002,-0.002,7.431,0.021,-0.021,2.62,0.04,-0.04,0.22,0.09,-0.09
Kepler-14 b,Kepler-14,TIC 158561566,1.512,0.043,-0.043,12.003,0.027,-0.027,10.988,0.011,-0.011,0.0771,0.0012,-0.0012,0.035,0.02,-0.02
UZ For c,UZ For,TIC 144622139,0.7,,,16.7753,0.0939,-0.0939,14.776,0.124,-0.124,2.8,0.5,-0.5,0.05,0.05,-0.05
WASP-1 b,WASP-1,TIC 57984377,1.24,0.05,-0.07,11.308,0.02,-0.02,10.276,0.018,-0.018,0.03889,0.00053,-0.00073,0.0,,
ROXs 42 B b,ROXs 42 B,TIC 318449007,1.0,,,14.661,0.08,-0.08,8.671,0.023,-0.023,157.0,,,0.58,,
HD 221287 b,HD 221287,TIC 231716612,1.25,0.1,-0.1,7.82,0.03,-0.03,6.569,0.02,-0.02,1.25,0.04,-0.04,0.08,0.17,-0.05
HD 47536 b,HD 47536,TIC 52172862,2.1,0.95,-0.95,5.25,0.03,-0.03,2.383,0.252,-0.252,1.93,0.32,-0.32,0.2,0.08,-0.08
HD 11977 b,HD 11977,TIC 232074535,1.91,0.21,-0.21,4.68,0.03,-0.03,2.59,0.24,-0.24,1.93,,,0.4,0.07,-0.07
HD 62509 b,HD 62509,TIC 423088367,2.0,0.1,0.0,1.12512,0.023,-0.023,-0.936,0.16,-0.16,1.64,0.27,-0.27,0.02,0.03,-0.03
WASP-126 b,WASP-126,TIC 25155310,1.12,,,10.994,0.012,-0.012,9.598,0.021,-0.021,0.0449,0.0008,-0.0008,0.18,,
Kepler-901 b,Kepler-901,TIC 122712179,0.59,0.036,-0.036,15.85,0.2,-0.2,11.907,0.019,-0.019,0.0378,,,0.0,,
Kepler-48 e,Kepler-48,TIC 171882123,0.88,0.06,-0.06,13.174,0.103,-0.103,11.221,0.023,-0.023,1.898274748,,,0.003142,0.028616,-0.028616
Kepler-407 c,Kepler-407,TIC 405688133,1.0,0.06,-0.06,12.603,0.103,-0.103,10.911,0.023,-0.023,3.27090369,,,0.221479,0.000308,-0.000308
WASP-121 b,WASP-121,TIC 22529346,1.358,0.075,-0.084,10.514,0.006,-0.006,9.374,0.022,-0.022,0.02596,0.00043,-0.00063,0.0,,
Kepler-235 e,Kepler-235,TIC 120765183,0.581,0.018,-0.018,16.567,0.252,-0.252,13.116,0.03,-0.03,0.213,,,0.0,,
Kepler-498 b,Kepler-498,TIC 159384648,0.98,0.06,-0.058,14.349,0.183,-0.183,12.755,0.023,-0.023,0.0897,,,0.0,,
WASP-189 b,WASP-189,TIC 157910432,2.03,0.066,-0.066,6.59776,0.023,-0.023,6.06,0.021,-0.021,0.05053,0.00098,-0.00098,0.0,,
HD 191939 e,HD 191939,TIC 269701147,0.81,0.04,-0.04,8.97,0.03,-0.03,7.18,0.021,-0.021,0.407,0.012,-0.012,0.031,0.008,-0.016
HD 93963 A c,HD 93963 A,TIC 368435330,1.0844,0.0252,-0.0314,9.182,0.003,-0.003,7.776,0.024,-0.024,0.04726,0.0008,-0.0009,0.0,,
WASP-123 b,WASP-123,TIC 31858843,1.166,0.061,-0.061,11.03,0.016,-0.016,9.362001,0.021,-0.021,0.04263,0.00074,-0.00074,0.0,,
OGLE-2017-BLG-0640L b,OGLE-2017-BLG-0640L,,0.32,0.32,-0.18,,,,,,,1.14,0.38,-0.38,,,
Kepler-281 c,Kepler-281,TIC 270858032,0.95,0.058,-0.057,15.931,0.149,-0.149,13.994,0.058,-0.058,0.215,,,0.0,,
TOI-1011 b,TOI-1011,TIC 114018671,0.91,0.03,-0.03,8.94,0.03,-0.03,7.109,0.021,-0.021,,,,0.0,,
Kepler-279 c,Kepler-279,TIC 158428960,1.1,0.16,-0.13,13.647,0.08,-0.08,12.509,0.019,-0.019,0.2236,,,0.0,,
TOI-1439 b,TOI-1439,TIC 232982558,1.2313,0.0351,-0.0773,10.55,0.007,-0.007,9.053001,0.015,-0.015,0.192,0.004,-0.004,0.157,0.083,-0.083
Kepler-16 b,Kepler-16,TIC 299096355,0.6897,0.0035,-0.0034,12.144,0.057,-0.057,8.996,0.022,-0.022,0.7048,0.0011,-0.0011,0.0069,0.001,-0.0015
GJ 1132 c,GJ 1132,TIC 101955023,0.181,0.019,-0.019,13.68,0.2,-0.2,8.322,0.027,-0.027,0.0476,0.0017,-0.0017,0.27,,
Kepler-128 b,Kepler-128,TIC 123490545,1.184,0.074,-0.074,11.693,0.018,-0.018,10.109,0.011,-0.011,0.12545,0.00206,-0.00206,0.0,,
L 98-59 c,L 98-59,TIC 307210830,0.2923,0.0067,-0.0067,11.685,0.017,-0.017,7.101,0.018,-0.018,0.0309,0.001,-0.001,0.002,0.002,-0.001
Kepler-219 c,Kepler-219,TIC 158838045,1.164,0.035,-0.033,13.823,0.103,-0.103,12.389,0.02,-0.02,0.165,,,0.0,,
Kepler-238 d,Kepler-238,TIC 121460918,1.229,0.035,-0.062,15.297,0.035,-0.035,13.512,0.039,-0.039,0.115,,,0.0,,
Kepler-80 e,Kepler-80,TIC 184296619,0.73,0.03,-0.03,15.23,0.172,-0.172,12.253,0.02,-0.02,0.0491,0.0007,-0.0007,0.0035,0.0032,-0.0024
Kepler-82 d,Kepler-82,TIC 63372898,0.946,0.017,-0.024,15.131,0.492,-0.492,13.518,0.048,-0.048,0.034,,,0.0,,
WASP-172 b,WASP-172,TIC 453789494,1.49,0.07,-0.07,10.988,0.009,-0.009,10.13,0.019,-0.019,0.0694,0.0011,-0.0011,0.0,,
WASP-17 b,WASP-17,TIC 66818296,2.28,0.99,-0.99,11.588,0.015,-0.015,10.224,0.027,-0.027,0.0515,0.00034,-0.00034,0.0,,
WASP-185 b,WASP-185,TIC 46020827,1.12,0.06,-0.06,11.101,0.012,-0.012,9.505,0.019,-0.019,0.0904,0.0017,-0.0017,0.24,0.04,-0.04
K2-117 c,K2-117,TIC 458686847,0.54,0.01,-0.01,14.639,0.149,-0.149,10.589,0.025,-0.025,0.0492,0.0003,-0.0003,0.15,0.178886,-0.115822
CoRoT-32 b,CoRoT-32,TIC 220323515,1.08,0.08,-0.07,13.626,0.149,-0.149,12.193,0.027,-0.027,0.071,0.001,-0.001,,,
CoRoT-25 b,CoRoT-25,TIC 130038122,1.09,0.11,-0.05,14.79,0.172,-0.172,12.846,0.031,-0.031,0.0578,0.002,-0.0009,0.0,,
HD 205739 b,HD 205739,TIC 270501383,1.22,0.08,-0.06,8.56,0.03,-0.03,7.299,0.026,-0.026,0.896,0.019,-0.015,0.27,0.07,-0.07
CoRoT-3 b,CoRoT-3,TIC 392353449,1.37,0.09,-0.09,13.448,0.069,-0.069,11.618,0.034,-0.034,0.05783,0.00085,-0.00085,0.0,,
TOI-1135 b,TOI-1135,TIC 154872375,1.156039,,,9.54,0.03,-0.03,8.192,0.019,-0.019,0.082337403,,,0.0,,
HD 112640 b,HD 112640,TIC 459217467,1.8,0.2,-0.2,6.53649,0.023,-0.023,3.613,0.27,-0.27,1.7,0.1,-0.1,0.24,0.18,-0.18
Kepler-1921 b,Kepler-1921,TIC 239287963,1.251,0.19,-0.233,13.103,0.069,-0.069,11.514,0.023,-0.023,0.15865,0.00279,-0.00279,0.0,,
MXB 1658-298 b,MXB 1658-298,,1.98,,,,,,,,,1.613,0.11,-0.11,,,
Kepler-954 b,Kepler-954,TIC 27645404,0.82,0.024,-0.032,13.095,0.069,-0.069,10.84,0.017,-0.017,0.1202,0.00044,-0.00044,0.0,,
Kepler-1767 b,Kepler-1767,TIC 270619473,0.887,0.037,-0.05,16.206,0.16,-0.16,13.792,0.045,-0.045,0.2873,,,0.0,,
TOI-1736 c,TOI-1736,TIC 408618999,1.0373,0.0368,-0.0331,8.953,0.002,-0.002,7.283,0.023,-0.023,1.37,0.03,-0.03,0.3685,0.0021,-0.0021
Kepler-100 e,Kepler-100,TIC 159654016,1.097,0.0335,-0.0335,11.055,0.011,-0.011,9.768,0.014,-0.014,0.312391586,,,0.026437,0.127095,-0.127095
Kepler-350 c,Kepler-350,TIC 120498491,1.0,0.2,-0.12,13.965,0.103,-0.103,12.393,0.025,-0.025,0.1385,,,0.0,,
CoRoT-23 b,CoRoT-23,TIC 108155949,1.14,0.08,-0.08,15.675,0.206,-0.206,12.364,0.032,-0.032,0.048,0.004,-0.004,0.16,0.02,-0.02
Kepler-42 b,Kepler-42,TIC 63126862,0.13,0.05,-0.05,16.7,0.2,-0.2,11.465,0.018,-0.018,0.0116,,,0.04,0.2,-0.04
Oph 11 b,Oph 11,TIC 392045047,0.016,0.004,-0.005,,,,13.423,0.051,-0.051,243.0,55.0,-55.0,,,
WASP-103 b,WASP-103,TIC 276754403,1.22,0.039,-0.036,12.402,0.057,-0.057,10.767,0.02,-0.02,0.01985,0.00021,-0.00021,0.0,,
TOI-1751 b,TOI-1751,TIC 287080092,0.9382,0.0363,-0.0329,9.327,0.003,-0.003,7.934,0.027,-0.027,0.215,0.004,-0.004,0.327,0.083,-0.083
TOI-1798.02,TOI-1798,TIC 198153540,0.87,0.11,-0.11,11.361,0.023,-0.023,9.237001,0.014,-0.014,0.010789,0.000427,-0.000464,0.0,,
TOI-2068 b,TOI-2068,TIC 417931300,0.559,0.027,-0.029,13.007,0.009,-0.009,9.007,0.022,-0.022,0.0632,0.0011,-0.0011,,,
Kepler-293 b,Kepler-293,TIC 158216544,0.934,0.016,-0.021,15.452,0.526,-0.526,13.661,0.043,-0.043,0.144,,,0.0,,
Kepler-319 c,Kepler-319,TIC 121786630,0.933,0.012,-0.016,13.926,0.114,-0.114,12.208,0.02,-0.02,0.069,,,0.0,,
Kepler-51 e,Kepler-51,TIC 27846348,0.96,0.05,-0.05,14.885,0.126,-0.126,13.197,0.037,-0.037,,,,0.02,0.015,-0.015
Kepler-970 b,Kepler-970,TIC 122069243,0.67,0.02,-0.02,15.21,0.114,-0.114,12.215,0.022,-0.022,0.139,0.022,-0.026,0.34,0.18,-0.22
Kepler-26 c,Kepler-26,TIC 164833065,0.544,0.025,-0.025,15.853,0.035,-0.035,12.63,0.026,-0.026,0.10725,0.00493,-0.00493,0.013,0.013,-0.01
HD 9446 b,HD 9446,TIC 18277196,1.0,0.1,-0.1,8.35,0.03,-0.03,6.851,0.023,-0.023,0.189,0.006,-0.006,0.2,0.06,-0.06
HD 9446 c,HD 9446,TIC 18277196,1.0,0.1,-0.1,8.35,0.03,-0.03,6.851,0.023,-0.023,0.654,0.022,-0.022,0.06,0.06,-0.06
KMT-2022-BLG-2076L b,KMT-2022-BLG-2076L,,0.67,0.35,-0.35,,,,,,,5.67,1.28,-1.58,,,
Kepler-331 c,Kepler-331,TIC 351063265,0.653,0.014,-0.014,16.199,0.149,-0.149,13.343,0.035,-0.035,0.105,,,0.0,,
Kepler-92 c,Kepler-92,TIC 121943724,1.21,0.08,-0.08,11.671,0.022,-0.022,10.403,0.018,-0.018,0.19054,0.00294,-0.00294,0.04,0.22,-0.04
OGLE-2019-BLG-1053L b,OGLE-2019-BLG-1053L,,0.61,0.29,-0.24,,,,,,,3.4,0.5,-0.5,,,
HD 11506 c,HD 11506,TIC 266680498,1.22,0.02,-0.02,7.51,0.03,-0.03,6.168,0.017,-0.017,0.771,0.004,-0.004,0.228,0.054,-0.054
Kepler-42 c,Kepler-42,TIC 63126862,0.13,0.05,-0.05,16.7,0.2,-0.2,11.465,0.018,-0.018,0.006,,,0.0,0.1,0.0
Kepler-176 d,Kepler-176,TIC 271159950,0.86,0.016,-0.024,14.767,0.126,-0.126,12.567,0.024,-0.024,0.163,,,0.0,,
Kepler-219 d,Kepler-219,TIC 158838045,1.164,0.035,-0.033,13.823,0.103,-0.103,12.389,0.02,-0.02,0.272,,,0.0,,
Kepler-53 c,Kepler-53,TIC 122446315,0.98,,,15.367,0.058,-0.058,13.807,0.051,-0.051,0.22091,0.00258,-0.00258,0.0,,
Kepler-82 e,Kepler-82,TIC 63372898,0.946,0.017,-0.024,15.131,0.492,-0.492,13.518,0.048,-0.048,0.063,,,0.0,,
TOI-5817 b,TOI-5817,TIC 418604868,0.97,0.072,-0.055,8.64,0.03,-0.03,7.084,0.023,-0.023,0.1223,0.006,-0.006,0.2,,
Kepler-49 d,Kepler-49,TIC 137555411,0.549,0.009,-0.009,15.655,0.046,-0.046,12.383,0.023,-0.023,0.031,,,0.0,,
Kepler-1002 b,Kepler-1002,TIC 275494505,1.22,0.051,-0.05,11.821,0.022,-0.022,10.374,0.021,-0.021,0.0564,,,0.0,,
Kepler-1752 b,Kepler-1752,TIC 417655835,0.824,0.096,-0.08,16.0249,0.0459,-0.0459,13.999,0.051,-0.051,0.2698,,,0.0,,
Kepler-17 b,Kepler-17,TIC 273874849,1.04,,,14.314,0.137,-0.137,12.585,0.023,-0.023,0.02591,0.00037,-0.00036,0.011,,
Kepler-903 b,Kepler-903,TIC 121732589,0.98,0.05,-0.051,14.856,0.126,-0.126,12.993,0.029,-0.029,0.09081,0.00068,-0.00068,0.0,,
Kepler-276 b,Kepler-276,TIC 138213510,0.845,0.034,-0.029,15.481,0.172,-0.172,13.838,0.053,-0.053,0.119,,,0.0,,
SWEEPS-11 b,SWEEPS-11,,1.1,,,19.83,,,,,,0.03,,,,,
GJ 536 b,GJ 536,TIC 119147875,0.528,0.027,-0.027,9.71,0.1,-0.1,5.683,0.02,-0.02,0.0668,0.0012,-0.0012,0.0,,
HD 107148 b,HD 107148,TIC 66666079,1.12,,,8.01,0.03,-0.03,6.474,0.027,-0.027,0.269,0.016,-0.016,0.05,0.17,-0.17
GJ 876 d,GJ 876,TIC 188580272,0.32,0.03,-0.03,10.16,0.1,-0.1,5.01,0.021,-0.021,0.02080665,1.5e-07,-1.5e-07,0.207,0.055,-0.055
GJ 876 e,GJ 876,TIC 188580272,0.32,0.03,-0.03,10.16,0.1,-0.1,5.01,0.021,-0.021,0.3343,0.0013,-0.0013,0.055,0.012,-0.012
WASP-31 b,WASP-31,TIC 437248515,1.163,0.026,-0.026,11.658,0.027,-0.027,10.65,0.027,-0.027,0.04659,0.00035,-0.00035,0.0,,
LTT 9779 b,LTT 9779,TIC 183985250,1.02,0.02,-0.03,9.79,0.03,-0.03,8.016,0.029,-0.029,0.01679,0.00014,-0.00012,0.0,,
Kepler-287 b,Kepler-287,TIC 417660580,0.963,0.033,-0.031,14.952,0.115,-0.115,13.135,0.034,-0.034,0.145,,,0.0,,
Kepler-176 b,Kepler-176,TIC 271159950,0.86,0.016,-0.024,14.767,0.126,-0.126,12.567,0.024,-0.024,0.058,,,0.0,,
Kepler-177 b,Kepler-177,TIC 158172348,0.921,0.025,-0.023,15.171,0.149,-0.149,13.421,0.04,-0.04,0.21101,0.00181,-0.00181,0.0,,
Kepler-1351 b,Kepler-1351,TIC 270609625,0.7,0.031,-0.043,14.328,0.103,-0.103,11.47,0.014,-0.014,0.0156,,,0.0,,
HD 109833 b,HD 109833,TIC 360630575,1.08,0.05,-0.05,9.29,0.03,-0.03,7.82,0.026,-0.026,,,,0.18,0.24,-0.12
HD 220773 b,HD 220773,TIC 354326161,1.16,,,7.10831,0.023,-0.023,5.651,0.017,-0.017,4.94,0.2,-0.2,0.51,0.1,-0.1
CHXR 73 b,CHXR 73,TIC 454291479,0.35,,,,,,10.703,0.023,-0.023,210.0,,,,,
FU Tau b,FU Tau,TIC 58544613,0.05,,,,,,9.324,0.024,-0.024,800.0,,,,,
HD 108147 b,HD 108147,TIC 450491293,1.22,0.217431,-0.140237,6.99,0.03,-0.03,5.721,0.016,-0.016,0.102,0.0059,-0.0059,0.53,0.12,-0.12
HD 179949 b,HD 179949,TIC 2288734,1.21,,,6.25,0.03,-0.03,4.936,0.018,-0.018,0.0443,0.0026,-0.0026,0.022,0.015,-0.015
HD 188015 b,HD 188015,TIC 11499710,1.09,,,8.24,0.03,-0.03,6.632,0.018,-0.018,1.203,0.07,-0.07,0.137,0.026,-0.026
Kepler-31 d,Kepler-31,TIC 270788519,1.21,0.17,-0.17,15.496,0.115,-0.115,13.871,0.05,-0.05,0.4,,,0.0,,
Kepler-603 c,Kepler-603,TIC 270948636,1.01,0.063,-0.063,14.969,0.172,-0.172,13.214,0.034,-0.034,0.53439,0.0063,-0.0063,0.0,,
Kepler-50 b,Kepler-50,TIC 298896336,1.24,0.05,-0.05,10.544,0.007,-0.007,9.197,0.019,-0.019,0.077,0.012,-0.02,0.0,,
24 Sex b,24 Sex,TIC 1713457,1.54,0.08,-0.08,6.4535,0.023,-0.023,4.285,0.016,-0.016,1.333,0.004,-0.009,0.09,0.14,-0.06
24 Sex c,24 Sex,TIC 1713457,1.54,0.08,-0.08,6.4535,0.023,-0.023,4.285,0.016,-0.016,2.08,0.05,-0.02,0.29,0.16,-0.09
OGLE-2005-BLG-390L b,OGLE-2005-BLG-390L,,0.22,0.21,-0.11,,,,,,,2.6,1.5,-0.6,,,
HN Peg b,HN Peg,TIC 301880196,1.08,0.140394,-0.140491,5.97707,0.023,-0.023,4.559,0.038,-0.038,773.0,13.0,-13.0,,,
HAT-P-16 b,HAT-P-16,TIC 191284318,1.218,0.039,-0.039,10.911,0.008,-0.008,9.553001,0.02,-0.02,0.0413,0.0004,-0.0004,0.036,0.004,-0.004
alf Ari b,alf Ari,TIC 306349516,1.5,0.2,-0.2,2.00538,0.023,-0.023,-0.783,0.176,-0.176,1.2,,,0.25,0.03,-0.03
KOI-55 b,KOI-55,TIC 184427882,0.496,0.002,-0.002,15.154,0.15,-0.15,15.495,,,0.006,,,,,
Ross 458 c,Ross 458,TIC 88138162,0.556419,0.020159,-0.020159,9.76,0.1,-0.1,5.578,0.016,-0.016,1100.0,,,,,
WD 0806-661 b,WD 0806-661,TIC 306826966,0.62,0.03,-0.03,13.855,0.137,-0.137,13.781,0.043,-0.043,2500.0,,,,,
HD 177830 c,HD 177830,TIC 265052133,1.47,,,7.18,0.03,-0.03,4.809,0.027,-0.027,0.5137,0.0003,-0.0003,0.3,0.1,-0.1
ups And d,ups And,TIC 189576919,1.3,,,4.09565,0.023,-0.023,2.859,0.274,-0.274,2.51329,0.00075,-0.00075,0.2987,0.0072,-0.0072
MOA-2007-BLG-192L b,MOA-2007-BLG-192L,,0.06,0.028,-0.021,,,,,,,0.62,0.22,-0.16,,,
CoRoT-12 b,CoRoT-12,TIC 280210963,1.078,0.077,-0.072,15.588,0.183,-0.183,13.557,0.042,-0.042,0.04016,0.00093,-0.00092,0.07,0.063,-0.042
CoRoT-13 b,CoRoT-13,TIC 281909674,1.09,0.02,-0.02,15.005,0.297,-0.297,13.376,0.039,-0.039,0.051,0.0031,-0.0031,0.0,,
WASP-23 b,WASP-23,TIC 170102285,0.78,0.13,-0.12,12.539,0.092,-0.092,10.45,0.023,-0.023,0.0376,0.0016,-0.0024,0.062,,
Kepler-281 b,Kepler-281,TIC 270858032,0.95,0.058,-0.057,15.931,0.149,-0.149,13.994,0.058,-0.058,0.117,,,0.0,,
Kepler-276 d,Kepler-276,TIC 138213510,1.1,0.22,-0.14,15.481,0.172,-0.172,13.838,0.053,-0.053,0.24666,0.00306,-0.00306,0.0,,
Kepler-139 c,Kepler-139,TIC 123450224,1.078,0.0255,-0.0255,12.775,0.092,-0.092,11.167,0.016,-0.016,0.586,,,0.0,,
Kepler-353 c,Kepler-353,TIC 239229234,0.553,0.01,-0.01,16.126,1.133,-1.133,12.808,0.027,-0.027,0.065,,,0.0,,
Kepler-1805 b,Kepler-1805,TIC 120422519,0.581,0.028,-0.038,15.536,0.08,-0.08,11.811,0.02,-0.02,0.0699,,,0.0,,
Kepler-48 d,Kepler-48,TIC 171882123,0.88,0.06,-0.06,13.174,0.103,-0.103,11.221,0.023,-0.023,0.23302,0.00138,-0.00138,0.0,,
Kepler-100 b,Kepler-100,TIC 159654016,1.13,0.05,-0.05,11.055,0.011,-0.011,9.768,0.014,-0.014,0.07309,0.00112,-0.00112,0.13,0.27,-0.13
Kepler-102 f,Kepler-102,TIC 123357864,0.803,0.021,-0.021,12.072,0.027,-0.027,9.351,0.011,-0.011,0.1656,0.0015,-0.0015,0.1,,
Kepler-1687 b,Kepler-1687,TIC 416281238,0.65,,,15.928,0.229,-0.229,12.739,0.023,-0.023,0.0532,,,0.0,,
GJ 341 b,GJ 341,TIC 359271092,0.48,0.03,-0.03,9.49,0.1,-0.1,5.587,0.021,-0.021,,,,0.0,,
Kepler-1761 b,Kepler-1761,TIC 48421337,0.573,0.031,-0.038,15.619,0.126,-0.126,11.791,0.024,-0.024,0.0413,,,0.0,,
Kepler-988 b,Kepler-988,TIC 159446957,0.55,0.024,-0.024,15.578,0.126,-0.126,12.29,0.016,-0.016,0.1085,,,0.0,,
Kepler-994 b,Kepler-994,TIC 158983792,0.56,0.026,-0.027,15.046,0.137,-0.137,11.453,0.012,-0.012,0.0177,,,0.0,,
HD 46375 b,HD 46375,TIC 234928947,0.92,,,7.91,0.03,-0.03,6.0,0.023,-0.023,0.0398,0.0023,-0.0023,0.063,0.026,-0.026
HD 41004 A b,HD 41004 A,TIC 219152539,0.95,0.1,-0.1,8.65,0.03,-0.03,6.428,0.036,-0.036,,,,0.74,0.2,-0.2
HD 41004 B b,HD 41004 B,TIC 734710085,0.4,,,8.6078,0.0459,-0.0459,6.428,0.036,,,,,0.081,0.012,-0.012
Kepler-1014 b,Kepler-1014,TIC 164883912,0.88,0.04,-0.047,14.866,0.172,-0.172,12.898,0.033,-0.033,0.121,,,0.0,,
KMT-2018-BLG-1996L b,KMT-2018-BLG-1996L,,0.69,0.4,-0.38,,,,,,,4.27,1.11,-1.62,,,
Kepler-338 c,Kepler-338,TIC 258203303,1.105,0.026,-0.021,12.19,0.028,-0.028,10.756,0.021,-0.021,0.172,,,0.03,0.24,-0.03
DH Tau b,DH Tau,TIC 268148971,0.33,,,13.98,1.133,-1.133,8.178001,0.026,-0.026,330.0,,,,,
HD 114783 b,HD 114783,TIC 292113181,0.853,0.034,-0.034,7.56,0.03,-0.03,5.475,0.017,-0.017,1.16,0.019,-0.019,0.144,0.032,-0.032
HD 19994 b,HD 19994,TIC 49845357,1.365,0.042,-0.042,5.06345,0.023,-0.023,3.748,0.236,-0.236,1.305,0.016,-0.016,0.063,0.062,-0.062
HD 181433 d,HD 181433,TIC 410399074,0.78,,,8.4,0.03,-0.03,6.094,0.023,-0.023,3.0,,,0.48,0.05,-0.05
HD 196885 A b,HD 196885 A,TIC 282257777,1.28,0.05,-0.05,6.39677,0.023,-0.023,5.072,0.018,-0.018,2.37,0.02,-0.02,0.48,0.06,-0.06
Kepler-34 b,Kepler-34,TIC 272369124,1.0479,0.0033,-0.003,15.087,0.115,-0.115,13.238,0.035,-0.035,1.0896,0.0009,-0.0009,0.182,0.016,-0.02
Kepler-35 b,Kepler-35,TIC 271040768,0.8877,0.0051,-0.0053,15.863,0.115,-0.115,13.875,0.06,-0.06,0.60347,0.00101,-0.00103,0.042,0.007,-0.004
HD 129445 b,HD 129445,TIC 258186667,0.99,,,8.8,0.03,-0.03,7.167,0.026,-0.026,2.9,0.2,-0.2,0.7,0.1,-0.1
HAT-P-20 b,HAT-P-20,TIC 26826078,0.756,0.028,-0.028,11.231,0.023,-0.023,8.601,0.019,-0.019,0.0361,0.0005,-0.0005,0.015,0.005,-0.005
HAT-P-23 b,HAT-P-23,TIC 305243225,1.13,0.035,-0.035,11.937,0.039,-0.039,10.791,0.02,-0.02,0.0232,0.0002,-0.0002,0.106,0.044,-0.044
Kepler-339 c,Kepler-339,TIC 26817284,0.87,0.01,-0.012,14.706,0.149,-0.149,12.874,0.031,-0.031,0.069,,,0.0,,
Kepler-881 b,Kepler-881,TIC 158936201,1.06,0.077,-0.069,15.281,0.115,-0.115,13.714,0.043,-0.043,0.0552,,,0.0,,
HIP 79098 AB b,HIP 79098 AB,TIC 48908494,3.75,1.25,-1.25,5.86,0.03,-0.03,5.707,0.018,-0.018,345.0,6.0,-6.0,,,
TOI-2411 b,TOI-2411,TIC 10837041,0.65,0.02,-0.02,11.272,0.111,-0.111,8.532,0.023,-0.023,0.0144,0.0001,-0.0001,,,
gam1 Leo b,gam1 Leo,TIC 95431294,1.23,0.21,-0.21,1.99509,0.023,-0.023,-0.806,0.158,-0.158,1.19,0.02,-0.02,0.144,0.046,-0.046
KMT-2017-BLG-2197L b,KMT-2017-BLG-2197L,,0.36,0.34,-0.2,,,,,,,15.91,2.08,-2.68,,,
BD+20 2457 c,BD+20 2457,TIC 95359428,2.8,1.5,-1.5,9.743,0.008,-0.008,6.42,0.021,-0.021,2.01,,,0.18,0.06,-0.06
KELT-1 b,KELT-1,TIC 432549364,1.335,0.063,-0.063,10.632,0.007,-0.007,9.437,0.019,-0.019,0.02466,0.00016,-0.00016,0.0099,0.01,-0.0069
BD+20 274 b,BD+20 274,TIC 60923874,0.8,0.2,-0.2,9.367,0.008,-0.008,6.169,0.027,-0.027,1.3,,,0.21,0.06,-0.06
Kepler-127 c,Kepler-127,TIC 164881786,1.248,0.014,-0.022,11.746,0.022,-0.022,10.234,0.019,-0.019,0.2,,,0.03,0.14,-0.03
Kepler-324 c,Kepler-324,TIC 243271716,0.901,0.017,-0.027,14.222,0.069,-0.069,12.291,0.025,-0.025,0.26,,,0.0,,
Kepler-973 b,Kepler-973,TIC 267747398,0.86,0.027,-0.033,13.478,0.092,-0.092,11.303,0.02,-0.02,0.2489,0.00207,-0.00207,0.0,,
Kepler-402 e,Kepler-402,TIC 158725491,1.072,0.036,-0.029,13.27,0.092,-0.092,11.993,0.018,-0.018,0.102,,,0.0,,
Kepler-467 b,Kepler-467,TIC 121214078,1.05,0.033,-0.029,12.428,0.08,-0.08,10.897,0.018,-0.018,0.16848,0.00151,-0.00151,0.0,,
HAT-P-55 b,HAT-P-55,TIC 311408969,1.028,0.05,-0.048,13.197,0.126,-0.126,11.627,0.025,-0.025,0.04628,0.00074,-0.00072,0.17,,
K2-349 b,K2-349,TIC 347812320,0.54,0.01,-0.01,14.585,0.149,-0.149,12.204,0.029,-0.029,,,,,,
Kepler-140 b,Kepler-140,TIC 158487888,1.044,0.032,-0.03,13.018,0.069,-0.069,11.709,0.016,-0.016,0.045,,,0.0,,
Kepler-206 b,Kepler-206,TIC 137342279,0.957,0.033,-0.03,13.507,0.08,-0.08,12.001,0.023,-0.023,0.078,,,0.0,,
Kepler-1715 b,Kepler-1715,TIC 138431008,1.082,0.103,-0.066,12.881,0.043,-0.043,11.041,0.018,-0.018,0.22429,0.00174,-0.00174,0.0,,
Kepler-161 c,Kepler-161,TIC 159444082,0.853,0.009,-0.011,14.406,0.206,-0.206,12.246,0.018,-0.018,0.068,,,0.0,,
Kepler-122 d,Kepler-122,TIC 122714267,0.982,0.028,-0.029,14.403,0.126,-0.126,12.826,0.028,-0.028,0.155,,,0.0,,
